すっかり,すること,のささや,つらのこ,ばっかり,はっきり,すっきり,おどしな,がさごそ,よろしく,さっそく,さってく,にやしな,ぶつかっ,こちぼろ,ついさっ,しゃってら,ぶるごと,わなかっ,のしがら,べたへと,うしてく,うとする,じたこと,ちらこそ,ふさわし,するから,しなこと,めたこと,うずばっ,かってら,もりだっ,からする,しなさっ,からしば,くいくっ,かったか,ぱらめー
1,2,1,1,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
