スーパー,キーボー
['\u3000音楽に掛ける時間も更に増していった。\u3000しかし、一年、二年と時は過ぎるのに俺の生活は何も変わらなかった。夕方まではスーパーでレジを打ち、夕方以降はギターを持って路上で声を枯らす日々。'],['\u3000そうして久しぶりに俺はキーボードとヘッドフォンを取り出す。']
