ペットボ,ツーバッ,コントロ,トップク,ギリボー,ブルハッ,ブルタッ,サングラ,スカノー,スカウト,キーパー,ボクサー,カップル,ツートッ,ピードタ,ブラコン,クラブチ,カスパー,カストロ,ワイトボ,サンドロ,スーパー,トップリ,ランドサ,ウルギリ,パーカッ,ヘッドキ,タジスタ,ブーメラ,カチャカチ,フットボ,ザーブチ,メージト,サンドバ,トップス,オーバラ,コンサー,メキシコ,ブルテク,ムライソ,ムズアップ,ドタバタ,ヘッドシ
1,1,17,34,1,1,7,14,4,10,18,2,3,11,1,1,5,10,1,6,3,21,4,3,1,1,1,2,1,1,5,3,1,1,11,1,1,1,1,4,2,1,1
