ドロプル,クッコク,ズタボロ,ゴミムシ,ツルペタ,クッゴク,ワーアップ,フラワー,サーチラ,クッコロ,ブーメラ,ブルペコ,ゴキブリ,ホッパー,ブリザー
6,1,1,1,1,3,2,3,1,6,1,1,1,1,2
