ペットボ,コントロ,ノーブラ,サングラ,ガッチリ,カップル,カップリ,ゲームシ,パッチリ,シャッフル,ブラコン,ヒーカッ,ランクス,グスクー,スクラン,スーパー,ランコロン,カラフル,プリクラ,メージト,ピースタ,ブラジャー,サンキュー,ケットボ,ゴキブリ,サンブル,ビシバシ,ドタバタ
2,1,3,2,1,2,1,1,1,1,2,1,1,1,2,5,2,2,5,1,2,17,1,3,8,1,1,2
