パッチリ,ホカメラ,ハッキリ,ムズアップ,ポッキー
['\u3000パッチリとした大きな目に長い睫毛。形良く整った目鼻立ちは、クラスの中心人物となるに相応しい容貌だ。\n'],['\u3000カシャッと、前の席から鳴ったスマホカメラの音に、最後まで気付くことはなかったのだった。\n'],"['\u3000我の強い性格で物事はハッキリ決めるし、いつも率先して何かをやっていた委員長タイプ。\n', '\u3000開けた視界に映るのは、等間隔で立ち並ぶ桜の木。雲ひとつない晴天の空はどこまでも続き、遠くには富士の山がハッキリと望める。\n']",['「似合ってる！」と宥さんがいい笑顔でサムズアップする。\n'],"['「ねえねえ。糺兎神さん、桜川さん。ポッキー食べる？」\n', '\u3000悶々と右隣前の一馬を見ていた俺に、後ろからずいっと差し出されるポッキーの箱。\n', '\u3000見ると、宇佐美さんがポッキーを片手にニコニコと微笑んでいた。\n', '\u3000ありがたくポッキーを一本取り、\n', '\u3000ポッキーってこんなに美味しかったっけ。\n']"
