ペットボ,ハッキリ,サードキ,バックチャ,バタピー,コントロ,ノーブラ,パッパラ,キーワー,ブルコン,ブルタッ,タッチラ,スッキリ,プルンプル,スカウト,キーパー,ボクサー,ランコリ,カップル,ツートッ,ワーアップ,シャッフル,バッチリ,パラドク,クラブチ,ワイトボ,スクラン,スーパー,ガラクタ,トップリ,パラメー,バックス,ガチムチ,マジパラ,クスキュー,グータラ,メチャクチャ,ランサー,ジメカッ,ガッカリ,フットボ,ブツクサ,サッパリ,モロコシ,コンカタ,ベラボー,クイリュー,タッパー,サンキュー,コンパク,トップス,ランゲラ,チョココロ,ビシバシ,メキシコ,ムズアップ
2,7,1,1,2,6,1,1,1,1,1,4,1,1,7,144,3,1,1,4,1,1,2,1,1,3,2,4,3,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,5,7,4,1,2,1,1,1,4
