ぎらぎら,くすくす,くつくつ,ばたばた,ぼそぼそ,のこのこ,ぱちぱち,にこにこ,ふるふる,げらげら,がらがら,ころころ,ぐしゃぐしゃ,ばちばち
['\u3000ふぃりっぷのぎらぎらとした目が、遥か遠く、おーるあんの本陣をねめつける。\n'],['\u3000くすくすと笑いながら、甘ったるい声が響く。\n'],"['\u3000後でこき使ってやる。めありは決意した――と、同時にくつくつと自分の喉が鳴るのに気づく。\n', '\u3000くつくつと喉から音が漏れる。\n', '\u3000そこから一転し、くつくつと笑うと、礼を返して場を去って行く。\n']",['\u3000つい先程まで肩を並べて戦っていた戦友が、ばたばたと倒れていった。\n'],['\u3000ぼそぼそと呟かれる声音からは、その対象……王子への隠す気もない嘲弄の響きが感じられた。\n'],['\u3000夜会だと誘われのこのこと出席したところで、近衛兵に引っ立てられた。\n'],['\u3000ぱちぱちぱち。\n'],['\u3000白薔薇の席。銀の髪と翡翠色の瞳の少女がにこにこと笑っている。\n'],['\u3000ふるふると首を振り、じっとじょせふの瞳を見つめある。\n'],['\u3000おーるあん軍の兵士は、敵兵がげらげらと笑いながら、仲間に斬りかかっていくのを見る。\n'],['\u3000がらがらとした声が響き渡った。\n'],"['\u3000ころころとした笑い声と共に、めありに流し目が送られてくる。\n', '\u3000ある者はつんと澄まし、あるいはころころと笑い、挑むように睨み……五者五様の反応を返すが、めありの宣言に反対するものはいない。\n']",['\u3000男は泣いていた。怒りと恐れ、王への憎悪で顔がぐしゃぐしゃになっている。\n'],['\u3000二人の視線が交わる空中で、ばちばちと火花が散っているようだった。\n']
