ジャークラ,オークド,オークス,コントロ
['なぜか、メジャーとは言わないけど、サブメジャークラスの黄金比率が掛けている。\n'],['買い取ったオークドロップ肉は、ふたつはマジックバックへ。\n'],"['オークステーキできました。\n', '皿を持ってきて、料理人さんのオークステーキを半分取ってる。\n']","['普通に火を使うこともできるが、火の魔法の方がコントロールできる分早く出来上がる。\n', '料理の中に含まれる魔素で錬金効果を出すことが多く、錬金料理人は魔素コントロールに関しては専門家だ。\n', '「どうも、魔素コントロールがおかしくなっていますね」\n', '「わかるのか。そう、ユニムの中の水魔素がコントロールできていないと見える」\n', '実は、その内部に時空コントロールの結合魔素が含まれている。\n']"
