すること,ことする,ごろうと,うしばら,ことだっ,くいくよ,すっごく,かったじ,ばっかり,にこちら,もろくに,はっきり,しながら,こしてく,いらしく,ほっとこ,にたくさ,ぶつくさ,くださっ,うるおい,かったっ,からだっ,ことから,がらつい,こうから,ちらのさ,よろしく,てかから,さっそく,いらしな,しばかり,がたくさ,さっとこ,うしたら,つけたら,さんだっ,ころから,しなかっ,ついさっ,ころだっ,からこそ,ばらくす,どたくさ,しないそ,すっぽか,がっちり,さんこそ,まろうよ,いそうだ,つけたっ,がらこち,こしてか,うとする,だったじ,ばりすく,ちらこそ,かったら,さんから,するから,けたこと,くらいそ,だったか,だったら,ずっとっ,ずっとこ,めちゃくちゃ,さんくら,じめこそ,かっぷる,さんもそ,ずかしな,かってく,がちゃがち,もたくさ,わなくっ,めたかっ,さんのこ,するこち,ころずっ,そろおい,うところ,うとずっ,こともこ,するほか,かったか
7,2,1,1,3,1,1,1,2,1,1,5,8,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,3,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,4,1,1,1,4,1,1,1,1,8,1,1,1,3,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,11
