たらそろ,すっかり,がびくっ,からもた,するぐら,すーつか,すること,でぶつか,かりしと,すっごく,ばっかり,はっきり,しながら,けたいが,がちこん,こんとろ,さんさっ,するがみ,さーらん,こうから,さんがぷ,かりぐら,もじしな,たっくだ,がみいら,かたずか,もこちら,うしたら,さんだっ,しなかっ,ぶつかっ,だってく,こんちく,からこそ,かっちか,すーぱー,とってく,くつだっ,ごそうよ,こんぴゅー,ひたすら,さんがや,うだがぷ,ひやしな,ちらこそ,はらする,かったら,するから,ばっくに,だったか,だったら,ぼろかっ,こそうと,ぐらいら,めちゃくちゃ,ざわめき,もわから,からすた,ついてく,とっくに,ついたら,びゅーから,かったか,がぶつか
1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,6,2,1,5,9,1,1,1,1,2,1,1,2,1,1,1,4,1
