きゃーきゃー,とぼとぼ,にこにこ,くよくよ,ついつい
['\u3000晃宏は女の子にきゃーきゃー言われたいがためだけにばんどをやっているようなやつで、練習もほとんど来ないくせに、一番目立つめいんぼーかるをやりたいと言って聞かなかった。'],['\u3000結局そのまま彼女の後ろ姿を見送って、俺はとぼとぼと家路についた。'],['\u3000先ほどまではちゃんと聴いていなくとも、にこにこと俺の曲を受け止めていたのに……'],['「男に振られたぐらいでくよくよしちゃ駄目よ！\u3000私がもっといい男紹介してあげるからさ！」'],['「なーんか、胸にじんとくるというか。ついつい聴いちゃうんですよねー」']
