ノードー,ジープリ,キーワー,マロタッ,スッキリ,バッチリ,クッキー,スーパー,カラフル,マロクッ,ブラジャー,タッパー,ドタバタ
1,3,1,1,1,1,14,1,1,1,1,8,2
