ハッキリ,コホンコホ,ジタバタ,コントロ,ブラブカ,トップク,メーワク,サングラ,スッキリ,スカウト,ハッピー,カップル,バッチリ,フラワー,ヒーカッ,クッキー,チリンチリ,パープル,ブラボー,カラフル,カチコチ,ピースタ,トップス,ドタバタ
7,1,1,9,1,1,3,4,3,2,1,13,6,2,1,6,1,1,2,1,1,2,2,1
