ペットボ,ウルボー,コントロ,キーワー,ヘッドロ,スッキリ,スカウト,キーパー,ガチオタ,ブラウザ,カップル,ドキビク,シャッフル,バッチリ,パーチク,ヒーカッ,ガタンゴトン,クッキー,ランクス,クラスタ,サンプル,スーパー,プルトッ,ランクイ,ガチャガチ,ケットボ,ピーチク,ブチケッ
3,4,1,1,1,1,1,1,1,2,4,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1
