ブルメー,ブランケッ,ノープラ,パーバッ
['\u3000トラブルメーカーの兄ではあるが、エインタートはすでに、これ以上ないほど壊れてしまっている。\n'],['\u3000アニエスはそちらを凝視した。王妃は目を閉じたまま、腿にブランケットをかけ直す。\n'],['\u3000ニーナは「なるほど」のフレーズを繰り返しながら高速でメモを取る。ほとんどノープランである今の話の中に何をメモすべきことがあったのか、アニエスは自分の発言を頭の中で再生し、幾分か不安になった。\n'],['\u3000安価な紙を使ったペーパーバックで、朝食の間に読める程度のそう多くはないページ数だ。\n']
