ハッキリ,タップリ,スクワー,ホッコリ,ガランガラ,ランボワ,スッキリ,ノードロ,ガタゴト,ツートッ,ワーアップ,バッチリ,クッキー,スクラン,スッカリ,ウロチョロ,ワイガヤ,カラフル,グチャグチ,ガサゴソ,ギリアップ,グッドタ,クッキリ
7,4,1,1,4,1,2,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,2
