ハッキリ,コントロ,ゴワカリ,サングラ,スッキリ,スカウト,カップル,ヨロシク,グラサン,スーパー,フルオー,スッカリ,クダサー,ガサゴソ,サンキュー,ドサクサ
1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
