ニヤニヤ,ガヤガヤ
['\u3000 光輝の言葉にハッとなりお尻のあたりを抑える。委員長はそんな俺の行動をニヤニヤとして見ていた。'],['\u3000 ドアの向こうからガヤガヤとクラスメイトたちの話す声が聞こえる。']
