ハッキリ,スッキリ,スカウト,ハッピー,カップル,グースカ,クッキー,スーパー,ハッアハ,コウモリ,バックス,スッカス,スッパー,メタトロ,ジーヒュー,ハラワタ,クスプラ
8,3,1,17,1,2,4,13,1,2,2,1,1,1,1,1,1
