ピークイ,ペットボ,コンピュー,スラケッ,ホットコ,フルスイ,ハッピー,カップル,コンクー,キーボー,ノーサン,ソクムシ,スーパー,フッサー,オーラン,ヘッドバ,ビカメラ
1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,2
