カタコト,トロノー,ドロケッ,ハッキリ,ボロカス,トップク,サングラ,スッキリ,スカウト,ボクサー,チリペッ,キーボー,バッチリ,サッグサ,サブギー,コンスタ,グスクー,スーパー,ブランキー,バックス,パーカッ,スタムシ,メージト,スーツケ,ジーオズ,チョコサン,ブラジャー,サンキュー,バックド,ムズアップ
1,1,2,1,1,4,1,1,1,3,1,1,5,1,1,1,1,2,1,7,1,1,2,3,2,1,1,1,2,5
