ガチガチ,ゲホゲホ,ボソボソ,キョロキョロ,パシパシ,ギリギリ,ニヤニヤ
['穴熊戦法とはガチガチに王様を固めて戦う戦法の事をいう。\n'],['「ゲホゲホ！」\n'],['ボソボソと時々聞こえて来る声が気になる。\n'],['桐島歩がキョロキョロと座る所を探して居ると\n'],"['パシパシっとカメラの音が鳴り響く。\n', '初手を指すとパシパシと写真が撮られる。\n']","['「ふぅ～ギリギリ勝てた」\n', 'あまり知られていないが史上最年少でプロ入り29連勝を記録した藤井聡も三段リーグでは13勝5敗とギリギリ通過したぐらいなのだ。\n']","['桐島歩が対局相手を見るとニヤニヤしている。\n', '「ありがとう。で、お母さんさっきから何ニヤニヤしているの？」\n']"
