ハッキリ,コンピュー,コントロ,トップク,ガタゴト,ハッピー,コンクー,キーボー,スーパー,テクノロ,ギョロギョ,ベロンベロ,メラワー,スクトッ,タカツカ,トッパー,ガチコン
1,1,2,1,1,6,8,4,5,1,1,3,1,1,1,1,1
