クラシコ,コントロ,トップク,ブスケッ,ブルタッ,サングラ,ガッチリ,クラブラ,スッキリ,スカウト,ヒックス,キーパー,クラブチ,グラサン,スーパー,ランドカ,パラメー,オートロ,バックス,クラブカ,ケットボ
7,2,2,5,16,1,2,8,1,17,5,42,14,2,11,3,3,1,1,1,1
