キラトー,ペットボ,ハッキリ,ジタバタ,コントロ,タカタッ,キーワー,ハッピー,カップル,バッチリ,クッキー,サンプル,スーパー,クスジュー,ウルフカ,クラサバ,プリクラ,サッパリ,クラバッ,ドタバタ
2,3,3,1,1,1,1,2,4,4,3,2,2,1,2,27,1,1,10,1
