ペットボ,コンピュー,ノードー,ドーボク,ズッキュー,ポリテク,スッキリ,スカウト,ボクサー,ガッポガッ,ランクス,スーパー,オタクイ,カラフル,グチャグチ,コロジー,ノータッ
1,3,1,1,1,1,3,1,4,1,4,2,1,2,2,2,1
