すっかり,かりだっ,すること,べたとこ,むかつい,しばしと,しながら,からだっ,ずかしく,よろしく,つかきちん,ちらのそ,こそいら,かさとろ,うしたら,あはくっ,けっこう,わなかっ,しなくちゃ,うしてく,かったら,からこち
2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1
