からのそ,がやこう,はっきり,くっきり,じたかっ,げたこと,しながら,さんから,すること,ふらさわ,いがぐり,せかけた,ぴちゃぽち,こうたっ,かったら,うしたら,かってく
1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
