カタカタ,モジモジ,ポツポツ
['漢字ひらがなカタカタなで創り出す物語'],['モジモジしないで話してみな '],"['ポツポツとつく ブックマーク', 'ポツポツとつく  評価', 'ポツポツとつく  アクセス']"
