からすた,かつくど,はっきり,むかつい,うとする,しながら,とこうし,だらけた,うところ,ことすら,たかもわ,ことぐら,うじゃうじ,だったか,かっぷる,ぼやけた,くらすか,もそうだ,ぶつけた,すること,がらつい,じたこと,とっくに,だらしな,もわから,ひたすら,めたから,しないが,からこそ,かったか,からぼく,うとしな,かってく,いらつい
1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,4,1,1,1,1,4,4,1,1,2,2,1,1,2,1
