バラバラ,パラパラ,カラカラ
['爆裂→四散→バラバラ→集めて再形成→土をこねくり回すのは楽しい→模型でも作ってみよう\n'],['・演出で、本みたいなのが目の前に出てきて、ページがパラパラとめくられ、対象のページで止まる。行使者はそれを閲覧する、という情景を思い浮かべた。視界内に文字情報が現れるというのも面白い。某ラノベのコミカライズされたものに、同一の表現があった。\n'],['・昼の姿は主に回復。攻撃方法としては、こだま（頭カラカラする奴）を呼び出して、特攻させるとか？\u3000大量に特攻してくる光景は軽いホラーだね。あと、過剰回復で肉体を損傷させるという手もあると思う。\n']
