きらきら,もこもこ,ぎりぎり,ちらちら,とげとげ,どきどき,ごつごつ,ぱちぱち,にこにこ,じりじり,ぽかぽか,ばらばら,ぽたぽた,ゆらゆら
"['きらきらでやらかいひかり\n', 'きらきらと\n', 'きらきらと\n', 'きらきらのあとはまっさらになって\n']",['もこもことつつみこむ\n'],['そのぎりぎりまでとんで\n'],"['ちらちらと\n', 'ちらちらと\n']",['とげとげあるんだった\n'],"['なにをしてもどきどきしなくなってて\n', 'どきどきばれちゃうかな\n']",['ごつごつで\n'],['ぱちぱちとおとのする\n'],['にこにこなみらいをゆめみてますし\n'],['じりじりしちゃう\n'],['ぽかぽかとあかるく\n'],"['ばらばらになるのがこわいから\n', '［＃中見出し］いばらばら［＃中見出し終わり］\n', 'いばらばら\n']",['うえからぽたぽたしずくでぬれるくつ\n'],"['ゆらゆらとたちのぼる\n', 'ゆらゆらとゆげがそらのぼってゆく\n']"
