からこそ,きーぼー,からだっ
['だからこそ続いていく。繰り返す物語。'],['飾らない気持ちで電子の筆をとりきーぼーどを叩いた。いつからか、他人の評価を気にして画面を叩いた。'],"['いつからだったか、その物語が停滞したのは。', 'いつからだったか、夢中だったものに無関心になったのは。']"
