のしかた,うとする,よろしく,しながら,うところ,くださっ,だったら,ばたくた,どきしな,だったか,すること,たらしく,もわから,うとびく,かったら,ばっちり,うしたら,きらめき,かってく
1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1
