ホットロ
"['\u3000手元には、甘いおやつと、塩辛いお煎餅と、紅茶葉を牛乳で煮出した、ホットロイヤルミルクティー。', '\u3000冷たいほうじ茶はオマケで、ホットロイヤルミルクティーのコテコテ感に飽きたら、一口(ひとくち)飲む為に。']"
