めたぎら,がらすい
['山に隠れ始めたぎらつく太陽は、もう空を茜色に変え始め少し気の早い星たちが瞬き始める。'],['腰を下ろしたときには空は暗くなっているけど、そのまま満点にきらめく星たちを見上げながらすいかを一口。']
