もじもじ,ぽつぽつ,かたかた
['もじもじしないで話してみな '],"['ぽつぽつとつく ぶっくまーく', 'ぽつぽつとつく  評価', 'ぽつぽつとつく  あくせす']",['漢字ひらがなかたかたなで創り出す物語']
