ドキドキ,キラキラ,モヤモヤ,ビクビク,フワフワ,ズキズキ
['ドキドキしながら何度目かの病院実習\n'],"['キラキラ輝く青空に\u3000この広い空の下で\n', '青い空には\u3000キラキラと輝く太陽\n', 'キラキラ輝く太陽から\u3000日差しが延びる\n', 'キラキラ眩しい光の中にいる\n', '窓から見える\u3000キラキラした世界\n', '太陽の光を受けて\u3000キラキラ輝く噴水の水しぶき\n', '「よつ葉ちゃん、キラキラできれい」\n', 'キラキラした世界を\u3000教えてあげたい\n', 'キラキラときらめき\u3000輝き光り続ける\n']",['モヤモヤした気持ちのまま患者様と向かい合えない\n'],['次は何を言われるんだろうとビクビクしているのを知っていますか？\n'],['止むことを忘れたようにフワフワと落ちてくる\n'],['ズキズキ痛む傷と心を隠して\n']
