さんから,するから,よろしく,わたしと
"['『お姉さんから元気もらったんだな』', '指導看護師さんからもらった「頑張れ」の無言のめっせーじ']",['その代わり違う場所でちゃんと「看護」するからね。'],['『☆☆大学看護学部看護学科３年\u3000菜須よつ葉です。よろしくお願いします』'],['『わたしと一緒にせっとでどう？』']
