なみにこ,うとする,しながら,もこちら,へたする,ふるぶら,さんから,するめき,もろくに,すること,ふるおー,するどき,つかあっぷ,とこちら,からこそ,かったら,みりおた,がらひっ,がしきり,いがこう
1,1,2,2,1,1,1,1,1,5,6,1,1,1,1,1,2,1,1,1
