パープル,スージー,オイスタ,プルスイ,ヒーブラ,サックス,スタシオ,モロコシ,プルグリ,イライジ,ドーワイ,ランキー,ピーグリ,フラワー,トロベリ
"['パープル\u3000/\u3000ピンク\u3000/\u3000レッド\n', 'パープル(purple)\n', '帝王の紫衣、貝紫もパープルと呼ぶ\n', 'フクシアパープル(fuchsia purple)\n', 'チリアンパープル(Tyrian purple)\n']","['（スー・スージー）\n', '（スー・スージー）\n', 'スージー/Susie\n', 'スー・スージー（スーザン、スザンナ）\n']","['オイスターホワイト(oyster white)\n', '2018.8.16\u3000オイスターホワイトの綴りを修正\u3000×oyyster → ○oyster\n']",['ネープルスイエロー(Naples yellow)\n'],['コーヒーブラウン(coffee brown)\n'],"['サックスブルー(saxe blue)\n', 'サックスはかつて国名だったザクセンのフランス語読み\n']",['ピスタシオグリーン(pistachio green)\n'],['[maize]はトウモロコシの意\n'],['アップルグリーン(apple green)\n'],"['イライジャ(Elijah)\n', 'イライジャ/Elijah\n']",['ボルドーワインのような色\n'],"['（ファニー・フランキー・フラニー）\n', '（フランク・フランキー）\n', 'フランキー/Frank\n', 'フランキー（フランシス・Francis、フランシス・Frances）\n']",['ピーグリーン(pea green)\n'],['ベルフラワー(bellflower)\n'],['ストロベリー(strawberry)\n']
