はっきり,めたこと,こんぱく,うとする,うとすい,からこん,たっつー,ばってく,めーじと,うとこう,ことぐら,うだから,だったた,だったか,こんとろ,すーぱー,ちかすた,うとにこ,すること,からすい,からする,かったら,かったか,たっくす
1,1,4,2,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,2,1,1,2,1
