からこそ,こりうる,かったか,するとこ,ふるから,うとする,すること
['だからこそ船体塗料においては古くより２つの方向性にて開発が進められてきたのだった。'],['そして重要なのが、その１つにおいて技術革新が起こりうる手助けとなる発明自体が生まれるまでに何年費やせばならないかだ。（そして一体いくら研究費開発費が必要になるのか）'],['例えばLEDを例にするならば、LED自体はかなり昔よりずっと存在したが、「青色LED」が生まれたことによって「ふるからーLED」が誕生したわけであって、ふるからーLEDに繋がる青色LEDの開発にどれだけかかったかと言うと数十年単位のれべるでかかっているわけだ。'],['ただ、産業の発達に寄与という観点でいえば確かに他7件と比較するとこれほどまでに相応しい存在も無く、歴史的背景から鑑みても1号として選定されるだけの魅力と論理を持ち合わせた存在ではあった。'],"['例えばLEDを例にするならば、LED自体はかなり昔よりずっと存在したが、「青色LED」が生まれたことによって「ふるからーLED」が誕生したわけであって、ふるからーLEDに繋がる青色LEDの開発にどれだけかかったかと言うと数十年単位のれべるでかかっているわけだ。', '例えばLEDを例にするならば、LED自体はかなり昔よりずっと存在したが、「青色LED」が生まれたことによって「ふるからーLED」が誕生したわけであって、ふるからーLEDに繋がる青色LEDの開発にどれだけかかったかと言うと数十年単位のれべるでかかっているわけだ。', 'そしてふるからーLEDのために必要となったものは様々な方向性からによって支えられているが、それらは長年研究されてきたものがぱずるのぴーすが埋まるようにして完成へと向かっている。']",['なぜなら海水という存在は空気などとは比較にならない抵抗であるだけでなく、船体をやすりがけするかのごとく削り取ろうとする力が水中内では働く。（水圧など様々な要因によるもの）'],"['それに対し、それらへと繋がっていく存在として登録される特許、つまり発明の数は少なくとも1万は超え、多いと数字を算定することすら難しい。', 'ただし、双胴船においては後述することもある。']"
