らんぷり,くらいが,こくから,すること
['人が倒れているのに、知らんぷりするとかは、それは無いですよ。'],['社会人2年目くらいが、「社会の厳しさを教えてやるぜ」って、調子こくからだめなのです。'],['社会人2年目くらいが、「社会の厳しさを教えてやるぜ」って、調子こくからだめなのです。'],"['残業は申告制で、短時間だと申告することを嫌がるの。', 'へぇ、ただ働きをすることを、我慢するっていうんだ。']"
