くださっ,はっきり,ぶらうざ,おいてか,さんのこ,びゅーがつ
['\u3000最後に、ここまで読んでくださった方へ。'],['\u3000このような考えの方々へ、はっきり言います。'],['\u3000なろうに登録せずにぶらうざのぶくまで読んている方も多いと考えられるので、なろうを読んでいる方の数はもっと増えるでしょう。そうなると0.85%どころの騒ぎではありません。'],['\u3000結びになりますが、今現在れびゅーを貰っている方は、そのれびゅーをとても大切にしてください。あなたの創作においてかけがえのない財産です。これからも素晴らしい作品を手がけていってください。'],['@Pour_ma_chere0 」さんのこのつぶやきからでした。画像の使用はご本人から許可を得ています。'],['\u3000ということは、仮に今あるれびゅーをかぶらないように全て一作品ずつ割り当てても24930作品しかれびゅーがついていないことになります。24930作品という数は、なろう全体で見たときに約5%を占めます。ですが、これも当然ながら作品ごとにもらっているれびゅー数には差があるので、実数字はもっと低いです。']
