めちゃくちゃ,くつかさ,しとこう
['\u3000かつて、私はいくつかさいとを持っていました（今はもう全部消えています）。うち一つが、無断りんくされたことがあります（当然無断りんくはさいと上で禁止してありました）。これだけならまだいいですが（いや、よくはないです。めちゃくちゃ不愉快です）、私の主張を曲解してまったく真逆の紹介をしたのです。当然文句をつけましたが、抗議先のめーるあどれすは偽物でした。この時の不愉快さといったら表現しようがありません。'],['\u3000かつて、私はいくつかさいとを持っていました（今はもう全部消えています）。うち一つが、無断りんくされたことがあります（当然無断りんくはさいと上で禁止してありました）。これだけならまだいいですが（いや、よくはないです。めちゃくちゃ不愉快です）、私の主張を曲解してまったく真逆の紹介をしたのです。当然文句をつけましたが、抗議先のめーるあどれすは偽物でした。この時の不愉快さといったら表現しようがありません。'],['\u3000今いちぴんときにくいですが、「とりあえず著作権違反申告を受けたら削除しとこう、それが正しいかどうかは後から調べよう」というもののようです。要は、さくっと削除してもらえるという仕組みです。']
