そろそろ,がたがた
['10式戦車の軽量化に大きく貢献したとされるが、それはがんだむの装甲もそろそろ「鋼」の複合装甲に見直さないといけないな。'],['（この硬くて捩れないというのは衝撃をもろに伝えるために乗り心地が悪くなるのだが、一番いい例だと「新型ゆりかもめが凄く振動してがたがたしてなんかおかしい」なんて話題があったけど、これの原因も新型ゆりかもめの車両があるみ合金になっちまったからだよ）']
