ほっとこ,とっぷく,むかつい,ことだっ,ころから,ごろから,するころ,くらする,すること
['\u3000かなり疲れているようだったので、自分はこんびにに行ってほっとこーひーと朝ごはんを買ってきて二人に食べさせた。'],['\u3000家に帰るまでの間は、生きてきた中でもとっぷくらすに緊張した時間だった。'],['\u3000頭がくらくらするくらいむかついた。'],['\u3000すまほで予報を確認すると、午前2時まではこの勢いで降るとのことだった。'],['\u3000そして、5日ころからそれが激しいものに変わった。'],['\u30007月3日ごろから天気が崩れ出し、やがて雨が降り始めた。'],['\u3000中国山地と四国山地に挟まれているおかげで豪雪も豪雨もなく、台風もこの地域に上陸するころにはほとんど勢力が衰えていたり、或いは中心部からは逸れてくれていた。'],['\u3000頭がくらくらするくらいむかついた。'],['\u3000もう少し遅れていたら、土砂に巻き込まれていたか、そうでなくても、そこに孤立することになっていた。']
