がらだっ,なみにこ,のめじゃー,どたばた,するとこ,さんぷる,すいさん,くいめー,はっきり,さんがち,こんぱく,とっぷか,うとする,よろしく,ずかしく,しながら,ちらこそ,ついうと,ぱらぐら,うところ,さっそく,わなくちゃ,くださっ,けたこと,ひーかっ,ぶりすた,わいてく,だったら,さんのめ,ほっこり,さんすら,ことだっ,さんのび,めーじと,ぎらつか,すごくい,うだから,だぶつい,だったた,だったか,さんじみ,すっかり,がつくに,わーさん,さんから,さんにこ,びゅーがつ,めたとこ,がってく,どしたじ,ことんたた,すること,すくする,ぶらうざ,かたたた,たらげら,もわかり,しなかっ,あっぷする,がたいが,もりだっ,ついてく,ひたすら,めちゃくちゃ,こともわ,ころから,からこそ,するくら,からする,かったら,もこうし,わなかっ,さっぱり,びゅーする,きーぼー,たっくす,じめいじ,ちかけら,きーわー,うしたら,ころこそ
1,3,1,1,2,1,2,1,3,1,1,1,3,4,1,8,1,1,1,2,9,1,1,1,1,4,2,4,1,3,1,6,1,2,1,1,1,1,1,2,1,1,1,3,13,1,1,1,2,1,1,13,1,1,1,1,1,2,4,2,1,2,3,2,1,2,3,1,2,1,1,1,3,1,3,1,1,1,3,2,1
