やいじめ,こんどー,くらいが,うとする,ばりぴー,しながら,ふるばっ,がらすか,うとおー,がしばら,めらがつ,がたくさ,すーぱー,さんから,とっぷく,こんすた,すること,ぶらうざ,しなかっ,くらから,からきり,めちゃくちゃ,ぐいこと,にやたら,からこそ,てかかっ,わなかっ,うとしな,けっこう
2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,1,1,1,1,3,1,1,1,1,1,1,1
