どたばた,はっきり,めたこと,うとする,ずかしく,しながら,だったじ,だったら,からこん,くいこと,だったか,さんから,すること,しなかっ,ひたすら,めちゃくちゃ,ころから,たらこん,かったか,きらめた,どたどし,さんがじ,ぐだから
3,8,1,2,1,4,1,1,1,1,1,5,7,2,1,2,1,1,1,1,1,1,1
