こんぱく,しながら,こんぷら,わーくす,ぺっくに,だったか,すること,しなかっ,すごかっ,たらさん,からする,かったか,するげー,たっふが,わないが
2,1,1,5,1,2,1,2,1,5,1,1,1,1,1
