チカチカ
['\u3000彼からすれば、チカチカ光る信号の集合体が精神医学的な高揚感をもたらすとかいうわけのわからないオカルトな存在よりも、猪を捕獲するためのアナログ的な構造の集合体の方が発明として劣っていると感じたらしい。']
