ペリメー,ヨタクラ,スーパー,ランサー
['ペリメーター式フルフレームというアメ車では標準的でつい最近まで販売されていた「フォードクラウンビクトリア」という車種などで採用され、かつてのアメパトやイエローキャブに採用される車種はみんな搭載しており、「アメリカン4ドアセダン」といったらコレというような形式のフレームであるのだが、究極のセダンを目指したクラウンも搭載していて、クラウンといったらコレというイメージが30年前まではあった。'],['最後にフレーム形式の車について触れるが、実はトヨタクラウンも大昔はフレーム搭載車だったりする。'],['実際に現在流行しているカーボンモノコックにおいては車両の中心部分だけに限定的に利用するというのが一般的であり、フルカーボンモノコックなる存在はF1などのレースカーを除くとごく一部のスーパーカーのみでしか存在していない。'],['スバルの旧型インプレッサやランサーエボリューションのように「元よりそういう走行も視野にいれる」構造で設計しない限りはロクな結果にならない。']
