めちゃくちゃ,かきする,ばらくす,ひたすら
['\u3000氷柱が落ちてくる時には重い雪も大量に落ちてきそうで、めちゃくちゃ怖い。そして屋根の雪が落ちてきたらえんどれす雪かきになるんじゃないかという恐怖もあり憂鬱が憂鬱を呼ぶ展開真っ最中です。'],['\u3000だけれども雪かきするしかない。'],['\u3000地面が出る程に雪かきをしても、しばらくすると見えていたはずの地面が降り続ける雪により白色へと変化している。'],['\u3000頭ではむりだとわかっているけれど諦めきれない気持ちから増援を励みにただひたすら掘る。']
