ドキドキ,ガシガシ,サクサク,ドロドロ,ワシワシ,バッサバッサ
['\u3000内心ドキドキしながら作者様にメールを送ります。\n'],['突然「なろうに投稿してみよう」と思い、ガシガシ書き散らしたものを投稿したのです。……勢いって怖いわ。\n'],['\u3000ポイントに直結するものですね。私も最近は気に入った作品に出会ったら積極的にするようになりました。お手軽ですしサクサクとやりましょう！\n'],['血縁問題のドロドロが強めで読者を選ぶかもしれませんが、\n'],['ペットボトル直飲みで、頭ワシワシしながら読んでます！\n'],['\u3000早速、手持ちの画像ソフトに放り込み、バッサバッサと切り抜いてからサイズを合わせます。\n']
