がしがし,つらつら,どきどき,ごくごく,しばしば,さくさく,ばっさばっさ,わしわし,どろどろ
['突然「なろうに投稿してみよう」と思い、がしがし書き散らしたものを投稿したのです。……勢いって怖いわ。\n'],['\u3000よく分からない地名の羅列を睨みながら、つらつら考えます。\n'],['\u3000内心どきどきしながら作者様にめーるを送ります。\n'],['\u3000そんな感じで、ごくごく少数の作者様の作品限定ではありますが、時折地図を作ってお送りして使っていただいています。\n'],['\u3000実際、地図描く時間より資料を漁る時間のほうが長いこともしばしば。\n'],['\u3000ぽいんとに直結するものですね。私も最近は気に入った作品に出会ったら積極的にするようになりました。お手軽ですしさくさくとやりましょう！\n'],['\u3000早速、手持ちの画像そふとに放り込み、ばっさばっさと切り抜いてからさいずを合わせます。\n'],['ぺっとぼとる直飲みで、頭わしわししながら読んでます！\n'],['血縁問題のどろどろが強めで読者を選ぶかもしれませんが、\n']
