ぶーぶー
['漫画村で無料で漫画を読んでいた連中はぶーぶー言ってるようだけど、実際は取り締まるのが難しいとは言えほぼ違法だったわけで読んでいた人たちにはまいにんぐされて寿命が短くなったぱそこんなどが残っただけだろうね。']
