すごくす,しなかっ,きりする,うとする
['\u3000それがすごくすっきりするから、そこに思考を逃がす。'],['\u3000実は僕なんかも、『とある魔術の禁書目録』はいまいち自分の中ではひっとしなかった人だ。'],['\u3000それがすごくすっきりするから、そこに思考を逃がす。'],['\u3000至るところで執拗に作品を攻撃し、貶めようとする「あんち」の誕生である。']
