わなかっ,はっきり,うしたら,かったら,だったか,がたくさ,わくする
['中にはもちろん、作風等が合わなかった作品もありました。'],['事実、それが誤字脱字というようなはっきりしたものですらなく、自分のただの感じ方であっても、それを免罪符のように掲げ、まるで正義のような顔をして一方的に攻撃してくるとしたら怖くないですか。'],['私は想像します。つまらないなら読んでもらわなくていい。もしくは、つまらないというなら、どこが面白くないのか、好み以外で、ここをこうしたら面白くなると思うなら、それをちゃんと書いて欲しい。'],['自分が痛いと思った時、相手がそれを理解してくれなかったら。こちらが痛いなどと考えもせず、いや、考えても自分に返ってくるという想像ができず、痛みを与えてくる人がいたら、恐ろしく思いませんか。'],['じゃなければ、何のためにただ一言、「つまらない、面白くない」と書く必要がある？話が面白くなくて不愉快だったから、作者も不愉快にさせたくてあえて書いた？そう感じるのではないか。'],['楽しい話、悲しい話、わくわくする話、夢中で読ませていただいた話がたくさんあります。'],['楽しい話、悲しい話、わくわくする話、夢中で読ませていただいた話がたくさんあります。']
