するぐら,しなかっ,もわざわ,するとこ,うとする,ぼりする
['\u3000何年か活動しないだけでびっくりするぐらい変わってしまっていて、戸惑いも多いですが、嬉しい変化もあります。'],['\u3000お手軽ということはもちろん、今まで手間がかかるからとちゃれんじしなかった作家さんたちが、ちゃれんじするちゃんすなのです。'],['\u3000改行もわざわざたぐをつけなくていい。'],"['\u3000当時は色々な検索さいとがあり、短編小説を登録するところだったり、ふぁんたじーを登録するところだったり、そういう自分の作品にあった検索さいとに登録する必要がありました。', '\u3000当時は色々な検索さいとがあり、短編小説を登録するところだったり、ふぁんたじーを登録するところだったり、そういう自分の作品にあった検索さいとに登録する必要がありました。']",['\u3000当時作者に感想を送ろうとすると、作者のさいとから掲示板やめーるふぉーむ、一番お手軽なものだとWEB拍手などから送るというのが主流でした。'],['\u3000だから私も小説をさーちえんじんから検索しては、今日も新しい小説ないな……としょんぼりすることもあったぐらいですが、今はそんなものじゃない。']
