コツコツ
['そもそも、小説投稿サイトでは一部を除いてアマチュアの作家が、それこそあなた自身の周りにいるような人が小説を夜な夜なコツコツ書いて投稿しているサイトであって、読者は実際にお金を払っているわけでもなくタダで小説を読ませてもらっているのである。']
