バックサ,コンピュー,ズルフラ,コントロ,フルメタ,トップク,ブルオー,キーワー,コンカッ,ボクサー,ザーホロ,スラグラ,ブースタ,スーパー,フルオー,ミリオタ,ノコギリ,サブコン,パラメー,スタブル,ブルパッ,ブーメラ,パラベラ,フルスラ,クタブル,コンバッ,ピードロ,クストッ,コンパク,グストッ
3,1,1,1,1,2,1,1,1,3,1,1,7,1,13,2,1,1,1,1,9,1,8,1,1,7,1,1,8,1
